date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:41:03	15280/15280	---M--	200	added ('OK')	application/octet-stream	date:Thu,%2023%20Feb%202023%2002:05:15%20GMT	https://www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-400-italic-latin.woff2	C:/Users/USUARIO/Documents/class2/www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-400-italic-latin.woff2	(from https://www.classcentral.com/)
18:41:03	6868/6868	---M--	200	added ('OK')	application/octet-stream	date:Thu,%2023%20Feb%202023%2002:05:15%20GMT	https://www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-400-regular-cyrillic-ext.woff2	C:/Users/USUARIO/Documents/class2/www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-400-regular-cyrillic-ext.woff2	(from https://www.classcentral.com/)
18:41:04	9684/9684	---M--	200	added ('OK')	application/octet-stream	date:Thu,%2023%20Feb%202023%2002:06:36%20GMT	https://www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-400-regular-cyrillic.woff2	C:/Users/USUARIO/Documents/class2/www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-400-regular-cyrillic.woff2	(from https://www.classcentral.com/)
18:41:04	7376/7376	---M--	200	added ('OK')	application/octet-stream	date:Thu,%2023%20Feb%202023%2002:06:36%20GMT	https://www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-400-regular-greek-ext.woff2	C:/Users/USUARIO/Documents/class2/www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-400-regular-greek-ext.woff2	(from https://www.classcentral.com/)
18:41:04	8444/8444	---M--	200	added ('OK')	application/octet-stream	date:Thu,%2023%20Feb%202023%2002:06:36%20GMT	https://www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-400-regular-greek.woff2	C:/Users/USUARIO/Documents/class2/www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-400-regular-greek.woff2	(from https://www.classcentral.com/)
18:41:04	5804/5804	---M--	200	added ('OK')	application/octet-stream	date:Thu,%2023%20Feb%202023%2002:05:15%20GMT	https://www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-400-regular-vietnamese.woff2	C:/Users/USUARIO/Documents/class2/www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-400-regular-vietnamese.woff2	(from https://www.classcentral.com/)
18:41:05	14960/14960	---M--	200	added ('OK')	application/octet-stream	date:Thu,%2023%20Feb%202023%2002:06:36%20GMT	https://www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-400-regular-latin-ext.woff2	C:/Users/USUARIO/Documents/class2/www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-400-regular-latin-ext.woff2	(from https://www.classcentral.com/)
18:41:05	16112/16112	---M--	200	added ('OK')	application/octet-stream	date:Thu,%2023%20Feb%202023%2002:05:15%20GMT	https://www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-400-regular-latin.woff2	C:/Users/USUARIO/Documents/class2/www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-400-regular-latin.woff2	(from https://www.classcentral.com/)
18:41:05	6816/6816	---M--	200	added ('OK')	application/octet-stream	date:Thu,%2023%20Feb%202023%2002:06:36%20GMT	https://www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-600-semibold-cyrillic-ext.woff2	C:/Users/USUARIO/Documents/class2/www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-600-semibold-cyrillic-ext.woff2	(from https://www.classcentral.com/)
18:41:05	9696/9696	---M--	200	added ('OK')	application/octet-stream	date:Thu,%2023%20Feb%202023%2002:06:36%20GMT	https://www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-600-semibold-cyrillic.woff2	C:/Users/USUARIO/Documents/class2/www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-600-semibold-cyrillic.woff2	(from https://www.classcentral.com/)
18:41:06	7244/7244	---M--	200	added ('OK')	application/octet-stream	date:Thu,%2023%20Feb%202023%2002:06:36%20GMT	https://www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-600-semibold-greek-ext.woff2	C:/Users/USUARIO/Documents/class2/www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-600-semibold-greek-ext.woff2	(from https://www.classcentral.com/)
18:41:06	8248/8248	---M--	200	added ('OK')	application/octet-stream	date:Thu,%2023%20Feb%202023%2002:05:15%20GMT	https://www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-600-semibold-greek.woff2	C:/Users/USUARIO/Documents/class2/www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-600-semibold-greek.woff2	(from https://www.classcentral.com/)
18:41:06	5784/5784	---M--	200	added ('OK')	application/octet-stream	date:Thu,%2023%20Feb%202023%2002:05:15%20GMT	https://www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-600-semibold-vietnamese.woff2	C:/Users/USUARIO/Documents/class2/www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-600-semibold-vietnamese.woff2	(from https://www.classcentral.com/)
18:41:06	15016/15016	---M--	200	added ('OK')	application/octet-stream	date:Thu,%2023%20Feb%202023%2002:05:15%20GMT	https://www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-600-semibold-latin-ext.woff2	C:/Users/USUARIO/Documents/class2/www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-600-semibold-latin-ext.woff2	(from https://www.classcentral.com/)
18:41:07	15948/15948	---M--	200	added ('OK')	application/octet-stream	date:Thu,%2023%20Feb%202023%2002:05:15%20GMT	https://www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-600-semibold-latin.woff2	C:/Users/USUARIO/Documents/class2/www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-600-semibold-latin.woff2	(from https://www.classcentral.com/)
18:41:07	6696/6696	---M--	200	added ('OK')	application/octet-stream	date:Thu,%2023%20Feb%202023%2002:06:36%20GMT	https://www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-700-bold-cyrillic-ext.woff2	C:/Users/USUARIO/Documents/class2/www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-700-bold-cyrillic-ext.woff2	(from https://www.classcentral.com/)
18:41:07	9540/9540	---M--	200	added ('OK')	application/octet-stream	date:Thu,%2023%20Feb%202023%2002:05:15%20GMT	https://www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-700-bold-cyrillic.woff2	C:/Users/USUARIO/Documents/class2/www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-700-bold-cyrillic.woff2	(from https://www.classcentral.com/)
18:41:07	7360/7360	---M--	200	added ('OK')	application/octet-stream	date:Thu,%2023%20Feb%202023%2002:06:36%20GMT	https://www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-700-bold-greek-ext.woff2	C:/Users/USUARIO/Documents/class2/www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-700-bold-greek-ext.woff2	(from https://www.classcentral.com/)
18:41:07	8280/8280	---M--	200	added ('OK')	application/octet-stream	date:Thu,%2023%20Feb%202023%2002:06:36%20GMT	https://www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-700-bold-greek.woff2	C:/Users/USUARIO/Documents/class2/www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-700-bold-greek.woff2	(from https://www.classcentral.com/)
18:41:08	5676/5676	---M--	200	added ('OK')	application/octet-stream	date:Thu,%2023%20Feb%202023%2002:06:36%20GMT	https://www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-700-bold-vietnamese.woff2	C:/Users/USUARIO/Documents/class2/www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-700-bold-vietnamese.woff2	(from https://www.classcentral.com/)
18:41:08	14808/14808	---M--	200	added ('OK')	application/octet-stream	date:Thu,%2023%20Feb%202023%2002:06:36%20GMT	https://www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-700-bold-latin-ext.woff2	C:/Users/USUARIO/Documents/class2/www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-700-bold-latin-ext.woff2	(from https://www.classcentral.com/)
18:41:08	15764/15764	---M--	200	added ('OK')	application/octet-stream	date:Thu,%2023%20Feb%202023%2002:06:36%20GMT	https://www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-700-bold-latin.woff2	C:/Users/USUARIO/Documents/class2/www.classcentral.com/fonts/source-sans-pro-hinted/source-sans-pro-700-bold-latin.woff2	(from https://www.classcentral.com/)
18:41:08	990/990	---M--	200	added ('OK')	image/png	date:Thu,%2023%20Feb%202023%2002:06:36%20GMT	https://www.classcentral.com/images/fade-gradient.png	C:/Users/USUARIO/Documents/class2/www.classcentral.com/images/fade-gradient.png	(from https://www.classcentral.com/)
18:41:10	50234/50234	---M-Z	200	added ('OK')	text/javascript	date:Tue,%2010%20Jan%202023%2021:29:14%20GMT	http://www.google-analytics.com/analytics.js	C:/Users/USUARIO/Documents/class2/www.google-analytics.com/analytics.js	(from https://www.classcentral.com/)
18:41:11	600336/600336	---MCZ	200	added ('OK')	text/html	date:Thu,%2023%20Feb%202023%2018:41:09%20GMT	https://www.classcentral.com/rankings	C:/Users/USUARIO/Documents/class2/www.classcentral.com/rankings.html	(from https://www.classcentral.com/)
18:41:11	593069/593069	---MCZ	200	added ('OK')	text/html	date:Thu,%2023%20Feb%202023%2018:41:10%20GMT	https://www.classcentral.com/collections	C:/Users/USUARIO/Documents/class2/www.classcentral.com/collections.html	(from https://www.classcentral.com/)
18:41:12	575561/575561	---MCZ	200	added ('OK')	text/html	date:Thu,%2023%20Feb%202023%2018:41:10%20GMT	https://www.classcentral.com/subjects	C:/Users/USUARIO/Documents/class2/www.classcentral.com/subjects.html	(from https://www.classcentral.com/)
18:41:13	892154/892154	---MCZ	200	added ('OK')	text/html	date:Thu,%2023%20Feb%202023%2018:41:11%20GMT	https://www.classcentral.com/subject/cs	C:/Users/USUARIO/Documents/class2/www.classcentral.com/subject/cs.html	(from https://www.classcentral.com/)
18:41:13	7786/7786	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Thu,%2023%20Feb%202023%2018:41:12%20GMT	https://www.classcentral.com/subject/maths	C:/Users/USUARIO/Documents/class2/www.classcentral.com/subject/maths	(from https://www.classcentral.com/)
18:41:14	847941/847941	---MCZ	200	added ('OK')	text/html	date:Thu,%2023%20Feb%202023%2018:41:12%20GMT	https://www.classcentral.com/subject/health	C:/Users/USUARIO/Documents/class2/www.classcentral.com/subject/health.html	(from https://www.classcentral.com/)
18:41:14	7821/7821	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Thu,%2023%20Feb%202023%2018:41:13%20GMT	https://www.classcentral.com/subject/business	C:/Users/USUARIO/Documents/class2/www.classcentral.com/subject/business	(from https://www.classcentral.com/)
18:41:14	8001/8001	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Thu,%2023%20Feb%202023%2018:41:14%20GMT	https://www.classcentral.com/subject/humanities	C:/Users/USUARIO/Documents/class2/www.classcentral.com/subject/humanities.2b.delayed	(from https://www.classcentral.com/)
18:41:15	8026/8026	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Thu,%2023%20Feb%202023%2018:41:14%20GMT	https://www.classcentral.com/subject/engineering	C:/Users/USUARIO/Documents/class2/www.classcentral.com/subject/engineering.2c.delayed	(from https://www.classcentral.com/)
18:41:15	7988/7988	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Thu,%2023%20Feb%202023%2018:41:14%20GMT	https://www.classcentral.com/subject/science	C:/Users/USUARIO/Documents/class2/www.classcentral.com/subject/science.2d.delayed	(from https://www.classcentral.com/)
18:41:16	8020/8020	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Thu,%2023%20Feb%202023%2018:41:15%20GMT	https://www.classcentral.com/subject/education	C:/Users/USUARIO/Documents/class2/www.classcentral.com/subject/education.2e.delayed	(from https://www.classcentral.com/)
18:41:16	8067/8067	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Thu,%2023%20Feb%202023%2018:41:15%20GMT	https://www.classcentral.com/subject/social-sciences	C:/Users/USUARIO/Documents/class2/www.classcentral.com/subject/social-sciences.2f.delayed	(from https://www.classcentral.com/)
18:41:16	8060/8060	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Thu,%2023%20Feb%202023%2018:41:16%20GMT	https://www.classcentral.com/subject/art-and-design	C:/Users/USUARIO/Documents/class2/www.classcentral.com/subject/art-and-design.30.delayed	(from https://www.classcentral.com/)
18:41:17	8033/8033	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Thu,%2023%20Feb%202023%2018:41:16%20GMT	https://www.classcentral.com/subject/data-science	C:/Users/USUARIO/Documents/class2/www.classcentral.com/subject/data-science.31.delayed	(from https://www.classcentral.com/)
18:41:17	8201/8201	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Thu,%2023%20Feb%202023%2018:41:16%20GMT	https://www.classcentral.com/subject/programming-and-software-development	C:/Users/USUARIO/Documents/class2/www.classcentral.com/subject/programming-and-software-development.32.delayed	(from https://www.classcentral.com/)
18:41:18	8086/8086	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Thu,%2023%20Feb%202023%2018:41:17%20GMT	https://www.classcentral.com/subject/personal-development	C:/Users/USUARIO/Documents/class2/www.classcentral.com/subject/personal-development.33.delayed	(from https://www.classcentral.com/)
18:41:18	8010/8010	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Thu,%2023%20Feb%202023%2018:41:17%20GMT	https://www.classcentral.com/subject/infosec	C:/Users/USUARIO/Documents/class2/www.classcentral.com/subject/infosec.34.delayed	(from https://www.classcentral.com/)
18:41:20	3026761/3026761	---MCZ	200	added ('OK')	text/html	date:Thu,%2023%20Feb%202023%2018:41:18%20GMT	https://www.classcentral.com/universities	C:/Users/USUARIO/Documents/class2/www.classcentral.com/universities.html	(from https://www.classcentral.com/)
18:41:21	169937/169937	---MCZ	200	added ('OK')	text/html	date:Thu,%2023%20Feb%202023%2014:21:15%20GMT	https://www.classcentral.com/report/	C:/Users/USUARIO/Documents/class2/www.classcentral.com/report/index.html	(from https://www.classcentral.com/)
18:41:21	838348/838348	---MCZ	200	added ('OK')	text/html	date:Thu,%2023%20Feb%202023%2018:41:19%20GMT	https://www.classcentral.com/collection/top-free-online-courses	C:/Users/USUARIO/Documents/class2/www.classcentral.com/collection/top-free-online-courses.html	(from https://www.classcentral.com/)
18:41:22	4282/4282	---M--	200	added ('OK')	image/png	date:Thu,%2023%20Feb%202023%2009:40:29%20GMT	https://ccweb.imgix.net/https%3A%2F%2Fwww.classcentral.com%2Fimages%2Fbest-courses%2Fmini-banner-best-of-all-time.png?auto=format&blur=200&h=420&ixlib=php-3.3.1&px=16&s=d9866ee3df3a50272132b746506802ee	C:/Users/USUARIO/Documents/class2/ccweb.imgix.net/https_/www.classcentral.com/images/best-courses/mini-banner-best-of-all-time3e68.png	(from https://www.classcentral.com/)
18:41:22	33057/33057	---M--	200	added ('OK')	image/png	date:Thu,%2023%20Feb%202023%2004:20:41%20GMT	https://ccweb.imgix.net/https%3A%2F%2Fwww.classcentral.com%2Fimages%2Fbest-courses%2Fmini-banner-best-of-all-time.png?auto=format&h=420&ixlib=php-3.3.1&s=11c7448eb8908a8cc785e26ec27de650	C:/Users/USUARIO/Documents/class2/ccweb.imgix.net/https_/www.classcentral.com/images/best-courses/mini-banner-best-of-all-timec7ac.png	(from https://www.classcentral.com/)
18:41:22	4168/4168	---M--	200	added ('OK')	image/png	date:Tue,%2011%20Oct%202022%2014:19:28%20GMT	https://ccweb.imgix.net/https%3A%2F%2Fwww.classcentral.com%2Fimages%2Fbest-courses%2Fmini-banner-most-popular-of-all-time.png?auto=format&blur=200&h=420&ixlib=php-3.3.1&px=16&s=6b9b3ca668420c3d807c332c51ee7f2c	C:/Users/USUARIO/Documents/class2/ccweb.imgix.net/https_/www.classcentral.com/images/best-courses/mini-banner-most-popular-of-all-time0931.png	(from https://www.classcentral.com/)
18:41:23	35437/35437	---M--	200	added ('OK')	image/png	date:Thu,%2023%20Feb%202023%2012:04:56%20GMT	https://ccweb.imgix.net/https%3A%2F%2Fwww.classcentral.com%2Fimages%2Fbest-courses%2Fmini-banner-most-popular-of-all-time.png?auto=format&h=420&ixlib=php-3.3.1&s=8ddc221d6528da20924c85c064e17572	C:/Users/USUARIO/Documents/class2/ccweb.imgix.net/https_/www.classcentral.com/images/best-courses/mini-banner-most-popular-of-all-time45d9.png	(from https://www.classcentral.com/)
18:41:23	198592/198592	---MCZ	200	added ('OK')	text/html	date:Thu,%2023%20Feb%202023%2014:21:43%20GMT	https://www.classcentral.com/report/most-popular-online-courses/	C:/Users/USUARIO/Documents/class2/www.classcentral.com/report/most-popular-online-courses/index.html	(from https://www.classcentral.com/)
18:41:23	176747/176747	---MCZ	200	added ('OK')	text/html	date:Thu,%2023%20Feb%202023%2014:21:53%20GMT	https://www.classcentral.com/report/most-popular-courses-2022/	C:/Users/USUARIO/Documents/class2/www.classcentral.com/report/most-popular-courses-2022/index.html	(from https://www.classcentral.com/)
18:41:24	145331/145331	---MCZ	200	added ('OK')	text/html	date:Thu,%2023%20Feb%202023%2014:21:11%20GMT	https://www.classcentral.com/report/best-free-online-courses-2022/	C:/Users/USUARIO/Documents/class2/www.classcentral.com/report/best-free-online-courses-2022/index.html	(from https://www.classcentral.com/)
18:41:24	153480/153480	---MCZ	200	added ('OK')	text/html	date:Thu,%2023%20Feb%202023%2014:22:38%20GMT	https://www.classcentral.com/report/best-free-online-courses-2021/	C:/Users/USUARIO/Documents/class2/www.classcentral.com/report/best-free-online-courses-2021/index.html	(from https://www.classcentral.com/)
18:41:24	816620/816620	---MCZ	200	added ('OK')	text/html	date:Thu,%2023%20Feb%202023%2018:41:22%20GMT	https://www.classcentral.com/collection/ivy-league-moocs	C:/Users/USUARIO/Documents/class2/www.classcentral.com/collection/ivy-league-moocs.html	(from https://www.classcentral.com/)
18:41:25	6215/6215	---M--	200	added ('OK')	image/jpeg	date:Wed,%2004%20Jan%202023%2012:57:49%20GMT	https://ccweb.imgix.net/https%3A%2F%2Fwww.classcentral.com%2Fimages%2Fcollections%2Fcollection-ivy-league-moocs-social.jpg?auto=format&blur=200&h=420&ixlib=php-3.3.1&px=16&s=0d3af0d0d31cdbdc684a726b330a759f	C:/Users/USUARIO/Documents/class2/ccweb.imgix.net/https_/www.classcentral.com/images/collections/collection-ivy-league-moocs-social5b92.jpg	(from https://www.classcentral.com/)
18:41:25	178591/178591	---MCZ	200	added ('OK')	text/html	date:Thu,%2023%20Feb%202023%2014:22:42%20GMT	https://www.classcentral.com/report/100-most-popular-online-courses-2021/	C:/Users/USUARIO/Documents/class2/www.classcentral.com/report/100-most-popular-online-courses-2021/index.html	(from https://www.classcentral.com/)
18:41:25	50744/50744	---M--	200	added ('OK')	image/jpeg	date:Thu,%2023%20Feb%202023%2009:08:11%20GMT	https://ccweb.imgix.net/https%3A%2F%2Fwww.classcentral.com%2Fimages%2Fcollections%2Fcollection-ivy-league-moocs-social.jpg?auto=format&h=420&ixlib=php-3.3.1&s=c49b305f32e1e971696b9852e3971c6b	C:/Users/USUARIO/Documents/class2/ccweb.imgix.net/https_/www.classcentral.com/images/collections/collection-ivy-league-moocs-social1fe9.jpg	(from https://www.classcentral.com/)
18:41:25	5751/5751	---M--	200	added ('OK')	image/png	date:Wed,%2022%20Feb%202023%2023:43:25%20GMT	https://ccweb.imgix.net/https%3A%2F%2Fwww.classcentral.com%2Fimages%2Fcollections%2Fcollection-coursera-free-courses.png?auto=format&blur=200&h=420&ixlib=php-3.3.1&px=16&s=dbef6e5a11e80f652ab6a5ce5eb593b8	C:/Users/USUARIO/Documents/class2/ccweb.imgix.net/https_/www.classcentral.com/images/collections/collection-coursera-free-coursesd038.png	(from https://www.classcentral.com/)
18:41:25	96645/96645	---M--	200	added ('OK')	image/png	date:Wed,%2022%20Feb%202023%2020:44:46%20GMT	https://ccweb.imgix.net/https%3A%2F%2Fwww.classcentral.com%2Fimages%2Fcollections%2Fcollection-coursera-free-courses.png?auto=format&h=420&ixlib=php-3.3.1&s=9044610de77ddba19697f770dd2531c7	C:/Users/USUARIO/Documents/class2/ccweb.imgix.net/https_/www.classcentral.com/images/collections/collection-coursera-free-courses08e8.png	(from https://www.classcentral.com/)
18:41:26	6083/6083	---M--	200	added ('OK')	image/png	date:Thu,%2023%20Feb%202023%2010:02:33%20GMT	https://ccweb.imgix.net/https%3A%2F%2Fwww.classcentral.com%2Fimages%2Fcollections%2Fcollection-free-certificates.png?auto=format&blur=200&h=420&ixlib=php-3.3.1&px=16&s=f880669c2a69683d851d6be4ee71652e	C:/Users/USUARIO/Documents/class2/ccweb.imgix.net/https_/www.classcentral.com/images/collections/collection-free-certificates7462.png	(from https://www.classcentral.com/)
18:41:26	518630/518630	---MCZ	200	added ('OK')	text/html	date:Thu,%2023%20Feb%202023%2014:20:40%20GMT	https://www.classcentral.com/report/coursera-free-online-courses/	C:/Users/USUARIO/Documents/class2/www.classcentral.com/report/coursera-free-online-courses/index.html	(from https://www.classcentral.com/)
18:41:26	93874/93874	---M--	200	added ('OK')	image/png	date:Thu,%2023%20Feb%202023%2009:08:12%20GMT	https://ccweb.imgix.net/https%3A%2F%2Fwww.classcentral.com%2Fimages%2Fcollections%2Fcollection-free-certificates.png?auto=format&h=420&ixlib=php-3.3.1&s=bc50a602c38dbf30802649312c6a4474	C:/Users/USUARIO/Documents/class2/ccweb.imgix.net/https_/www.classcentral.com/images/collections/collection-free-certificatesbc95.png	(from https://www.classcentral.com/)
18:41:26	6773/6773	---M--	200	added ('OK')	image/png	date:Thu,%2023%20Feb%202023%2009:27:43%20GMT	https://ccweb.imgix.net/https%3A%2F%2Fwww.classcentral.com%2Fimages%2Fcollections%2Fcollection-google-certs.png?auto=format&blur=200&h=420&ixlib=php-3.3.1&px=16&s=0d0859ee6dce9cd586fcc06d2e5d34ec	C:/Users/USUARIO/Documents/class2/ccweb.imgix.net/https_/www.classcentral.com/images/collections/collection-google-certsa0be.png	(from https://www.classcentral.com/)
18:41:27	416880/416880	---MCZ	200	added ('OK')	text/html	date:Thu,%2023%20Feb%202023%2014:20:32%20GMT	https://www.classcentral.com/report/free-certificates/	C:/Users/USUARIO/Documents/class2/www.classcentral.com/report/free-certificates/index.html	(from https://www.classcentral.com/)
18:41:27	29596/29596	---M--	200	added ('OK')	image/png	date:Thu,%2023%20Feb%202023%2009:08:13%20GMT	https://ccweb.imgix.net/https%3A%2F%2Fwww.classcentral.com%2Fimages%2Fcollections%2Fcollection-google-certs.png?auto=format&h=420&ixlib=php-3.3.1&s=ac4c48d612e7961d7335e87451e52ac4	C:/Users/USUARIO/Documents/class2/ccweb.imgix.net/https_/www.classcentral.com/images/collections/collection-google-certsc6f1.png	(from https://www.classcentral.com/)
18:41:27	193990/193990	---MCZ	200	added ('OK')	text/html	date:Thu,%2023%20Feb%202023%2014:20:55%20GMT	https://www.classcentral.com/report/free-google-certifications/	C:/Users/USUARIO/Documents/class2/www.classcentral.com/report/free-google-certifications/index.html	(from https://www.classcentral.com/)
